sample_id,simulator_seed,success,fully_finite,runtime_s,failure_reason,split
100,11182901,True,True,5.7612629000796005,,train
101,11287630,True,True,5.738094399916008,,validation
102,11392359,True,True,5.4881226000143215,,validation
103,11497088,True,True,5.693600200000219,,train
104,11601817,True,True,5.764965899987146,,train
105,11706546,True,True,5.809455299982801,,train
106,11811275,True,True,5.717470100033097,,train
107,11916004,True,True,5.704380700015463,,train
108,12020733,True,True,5.537403200054541,,train
109,12125462,True,True,5.529081699904054,,train
110,12230191,True,True,5.565056399907917,,train
111,12334920,True,True,5.551193100051023,,train
112,12439649,True,True,5.628375299973413,,validation
113,12544378,True,True,5.583479900029488,,train
114,12649107,True,True,5.576466400059871,,train
115,12753836,True,True,5.53674220002722,,validation
116,12858565,True,True,5.6124126999638975,,validation
117,12963294,True,True,5.5314175999956205,,train
118,13068023,True,True,5.537821799982339,,train
119,13172752,True,True,5.4564716999884695,,train
120,13277481,True,True,5.460555600002408,,train
121,13382210,True,True,5.663842999958433,,train
122,13486939,True,True,5.802323100040667,,train
123,13591668,True,True,5.853540800046176,,train
124,13696397,True,True,5.8308635000139475,,train
125,13801126,True,True,5.869698300026357,,train
126,13905855,True,True,5.763248799950816,,train
127,14010584,True,True,5.724443699931726,,train
128,14115313,True,True,5.636483000009321,,validation
129,14220042,True,True,5.615995100000873,,train
130,14324771,True,True,5.6013859999366105,,train
131,14429500,True,True,5.601081099943258,,train
132,14534229,True,True,5.623915200005285,,validation
133,14638958,True,True,5.562870300025679,,validation
134,14743687,True,True,5.669294200022705,,validation
135,14848416,True,True,5.665412400034256,,train
136,14953145,True,True,5.6183863000478595,,train
137,15057874,True,True,5.602438199915923,,train
138,15162603,True,True,5.5350865999935195,,train
139,15267332,True,True,5.665101799997501,,validation
140,15372061,True,True,5.811712600057945,,validation
141,15476790,True,True,5.913578600040637,,train
142,15581519,True,True,5.818409600062296,,train
143,15686248,True,True,5.8979861999396235,,train
144,15790977,True,True,5.702788399998099,,train
145,15895706,True,True,5.561731400084682,,train
146,16000435,True,True,5.623654600000009,,train
147,16105164,True,True,5.682675200048834,,train
148,16209893,True,True,5.622564600082114,,train
149,16314622,True,True,5.682912499993108,,train
150,16419351,True,True,5.588408300071023,,train
151,16524080,True,True,5.614124200074002,,validation
152,16628809,True,True,5.713770099915564,,train
153,16733538,True,True,5.620398200000636,,train
154,16838267,True,True,5.628097700071521,,train
155,16942996,True,True,5.645151300006546,,train
156,17047725,True,True,5.597032900084741,,train
157,17152454,True,True,5.757330000051297,,train
158,17257183,True,True,5.741620399989188,,train
159,17361912,True,True,5.774024899932556,,train
160,17466641,True,True,5.768399699940346,,train
161,17571370,True,True,5.832543600001372,,train
162,17676099,True,True,5.557210800005123,,train
163,17780828,True,True,5.580237700021826,,train
164,17885557,True,True,5.502969199907966,,validation
165,17990286,True,True,5.5834444999927655,,train
166,18095015,True,True,5.527619000058621,,train
167,18199744,True,True,5.612993499962613,,train
168,18304473,True,True,5.659279899904504,,train
169,18409202,True,True,5.608740099938586,,train
170,18513931,True,True,5.632010500063188,,train
171,18618660,True,True,5.562237999984063,,train
172,18723389,True,True,5.589011000003666,,train
173,18828118,True,True,5.59116750000976,,train
174,18932847,True,True,5.711650200071745,,validation
175,19037576,True,True,5.740769399912097,,train
176,19142305,True,True,5.687145699979737,,train
177,19247034,True,True,5.806772000039928,,train
178,19351763,True,True,5.615664700046182,,train
179,19456492,True,True,5.631412599934265,,train
180,19561221,True,True,5.646080199978314,,train
181,19665950,True,True,5.67913750000298,,validation
182,19770679,True,True,5.587257300037891,,train
183,19875408,True,True,5.734746200032532,,train
184,19980137,True,True,5.806743899942376,,validation
185,20084866,True,True,5.7298347998876125,,train
186,20189595,True,True,5.570879700011574,,validation
187,20294324,True,True,5.607557000010274,,validation
188,20399053,True,True,5.615535299992189,,validation
189,20503782,True,True,5.591914499993436,,validation
190,20608511,True,True,5.619766500080004,,train
191,20713240,True,True,5.654006400029175,,train
192,20817969,True,True,5.701144500053488,,train
193,20922698,True,True,5.642247900017537,,train
194,21027427,True,True,5.651256599929184,,train
195,21132156,True,True,5.699527500080876,,train
196,21236885,True,True,5.668855299940333,,train
197,21341614,True,True,5.49537080002483,,train
198,21446343,True,True,5.709131700103171,,train
199,21551072,True,True,5.596477600047365,,train
200,21655801,True,True,5.661764599964954,,train
201,21760530,True,True,5.697256500017829,,validation
202,21865259,True,True,5.820472399936989,,train
203,21969988,True,True,5.778981599956751,,train
204,22074717,True,True,5.663599799969234,,train
205,22179446,True,True,5.690385599969886,,train
206,22284175,True,True,5.724051700090058,,train
207,22388904,True,True,5.63550210010726,,train
208,22493633,True,True,5.733985000057146,,train
209,22598362,True,True,5.782846900052391,,train
210,22703091,True,True,5.707816499983892,,train
211,22807820,True,True,5.731935900053941,,validation
212,22912549,True,True,5.7313315999927,,train
213,23017278,True,True,5.711712999967858,,train
214,23122007,True,True,5.789655899978243,,train
215,23226736,True,True,5.732852200046182,,validation
216,23331465,True,True,5.8668915999587625,,train
217,23436194,True,True,5.75429339997936,,train
218,23540923,True,True,5.764793999958783,,validation
219,23645652,True,True,5.805690500070341,,validation
220,23750381,True,True,5.736211700015701,,train
221,23855110,True,True,5.725327600026503,,train
222,23959839,True,True,5.4858893000055104,,train
223,24064568,True,True,5.66065219999291,,train
224,24169297,True,True,5.599510799976997,,train
225,24274026,True,True,5.771035400102846,,train
226,24378755,True,True,5.724596100044437,,validation
227,24483484,True,True,5.75547530001495,,train
228,24588213,True,True,5.451142899924889,,train
229,24692942,True,True,5.414484400069341,,train
230,24797671,True,True,5.4459073999896646,,train
231,24902400,True,True,5.340746699948795,,validation
232,25007129,True,True,5.341536000021733,,train
233,25111858,True,True,5.287652099970728,,train
234,25216587,True,True,5.653715300024487,,validation
235,25321316,True,True,5.69467130000703,,train
236,25426045,True,True,5.603583400021307,,train
237,25530774,True,True,5.688434100011364,,train
238,25635503,True,True,5.761144699994475,,train
239,25740232,True,True,5.666663800016977,,train
240,25844961,True,True,5.65816570003517,,train
241,25949690,True,True,5.577507200068794,,train
242,26054419,True,True,5.695594600052573,,train
243,26159148,True,True,5.764574099914171,,train
244,26263877,True,True,5.65925749996677,,train
245,26368606,True,True,5.747369799995795,,train
246,26473335,True,True,5.708614500006661,,train
247,26578064,True,True,5.852009400026873,,validation
248,26682793,True,True,5.866660700063221,,train
249,26787522,True,True,5.879867700044997,,train
250,26892251,True,True,5.847161100013182,,train
251,26996980,True,True,5.680165100027807,,train
252,27101709,True,True,5.748082800069824,,train
253,27206438,True,True,5.739627499948256,,train
254,27311167,True,True,5.765313299954869,,train
255,27415896,True,True,5.715374800027348,,train
256,27520625,True,True,5.7428763000061736,,train
257,27625354,True,True,5.747254899935797,,train
258,27730083,True,True,5.355046199983917,,train
259,27834812,True,True,6.045810000039637,,validation
260,27939541,True,True,5.376694399979897,,validation
261,28044270,True,True,5.343107199994847,,train
262,28148999,True,True,6.099240700015798,,train
263,28253728,True,True,5.403968199971132,,train
264,28358457,True,True,5.544036200037226,,validation
265,28463186,True,True,5.480924699921161,,train
266,28567915,True,True,5.648829400073737,,train
267,28672644,True,True,5.619461400085129,,validation
268,28777373,True,True,5.615620699943975,,train
269,28882102,True,True,5.793237300007604,,train
270,28986831,True,True,5.6159792999969795,,train
271,29091560,True,True,5.615689800004475,,validation
272,29196289,True,True,5.572021899977699,,train
273,29301018,True,True,5.726791900000535,,train
274,29405747,True,True,5.829771500080824,,train
275,29510476,True,True,5.7321695000864565,,validation
276,29615205,True,True,5.394063799991272,,train
277,29719934,True,True,5.450144800008275,,train
278,29824663,True,True,5.4068015000084415,,train
279,29929392,True,True,5.40363640000578,,train
280,30034121,True,True,5.508734900038689,,train
281,30138850,True,True,5.40266179991886,,validation
282,30243579,True,True,5.682739400072023,,train
283,30348308,True,True,5.79771830001846,,train
284,30453037,True,True,5.81534820003435,,train
285,30557766,True,True,5.782022399944253,,train
286,30662495,True,True,5.850542500033043,,train
287,30767224,True,True,5.910153000033461,,train
288,30871953,True,True,5.776740700006485,,train
289,30976682,True,True,5.788545900024474,,train
290,31081411,True,True,5.811295200022869,,train
291,31186140,True,True,5.8591414000838995,,validation
292,31290869,True,True,6.546357300016098,,validation
293,31395598,True,True,5.842414399958216,,train
294,31500327,True,True,5.854674700065516,,validation
295,31605056,True,True,5.794985100044869,,validation
296,31709785,True,True,5.767005100031383,,train
297,31814514,True,True,5.768379800021648,,validation
298,31919243,True,True,5.938911600038409,,train
299,32023972,True,True,5.8805556000443175,,validation
300,32128701,True,True,5.381673000054434,,train
301,32233430,True,True,5.429269500076771,,train
302,32338159,True,True,5.448994499980472,,train
303,32442888,True,True,5.470321299973875,,train
304,32547617,True,True,5.438960500061512,,train
305,32652346,True,True,5.401490099960938,,train
306,32757075,True,True,5.752379100071266,,validation
307,32861804,True,True,5.808510500006378,,validation
308,32966533,True,True,5.692936899955384,,train
309,33071262,True,True,5.700599999981932,,train
310,33175991,True,True,5.718488799990155,,train
311,33280720,True,True,5.684908100054599,,train
312,33385449,True,True,5.706248399917968,,train
313,33490178,True,True,5.868381100008264,,train
314,33594907,True,True,5.759148400044069,,train
315,33699636,True,True,5.631458400050178,,train
316,33804365,True,True,5.827602899982594,,train
317,33909094,True,True,5.857119400054216,,train
318,34013823,True,True,5.292627400020137,,train
319,34118552,True,True,5.267268100054935,,train
320,34223281,True,True,5.356078200042248,,train
321,34328010,True,True,5.376725099980831,,train
322,34432739,True,True,5.267044100095518,,train
323,34537468,True,True,5.238034900045022,,validation
324,34642197,True,True,5.844856500043534,,train
325,34746926,True,True,5.763453899999149,,train
326,34851655,True,True,5.788404399994761,,train
327,34956384,True,True,5.733803499955684,,train
328,35061113,True,True,5.681085800053552,,train
329,35165842,True,True,5.665129699977115,,train
330,35270571,True,True,5.625425999984145,,train
331,35375300,True,True,5.684783500037156,,validation
332,35480029,True,True,5.719655100023374,,validation
333,35584758,True,True,5.70796699996572,,train
334,35689487,True,True,5.685830999980681,,train
335,35794216,True,True,5.664457399980165,,validation
336,35898945,True,True,5.6390793999889866,,train
337,36003674,True,True,5.658918599947356,,train
338,36108403,True,True,5.69009389996063,,train
339,36213132,True,True,5.716917399899103,,train
340,36317861,True,True,5.749372199992649,,train
341,36422590,True,True,5.753221899969503,,train
342,36527319,True,True,5.475741400034167,,train
343,36632048,True,True,5.341353600029834,,train
344,36736777,True,True,5.294675200013444,,validation
345,36841506,True,True,5.343073899974115,,train
346,36946235,True,True,5.381970499991439,,train
347,37050964,True,True,5.4354000999592245,,train
348,37155693,True,True,5.6271748000290245,,train
349,37260422,True,True,5.819359299959615,,train
350,37365151,True,True,5.945826700073667,,train
351,37469880,True,True,5.797997799934819,,train
352,37574609,True,True,5.823679700028151,,train
353,37679338,True,True,5.868725699954666,,train
354,37784067,True,True,5.2924738000147045,,train
355,37888796,True,True,5.16440730006434,,validation
356,37993525,True,True,5.273360599996522,,train
357,38098254,True,True,5.243874900043011,,train
358,38202983,True,True,5.341123300022446,,train
359,38307712,True,True,5.2573388000018895,,train
360,38412441,True,True,5.74930869997479,,train
361,38517170,True,True,5.698011200060137,,validation
362,38621899,True,True,5.750119799980894,,train
363,38726628,True,True,5.838022100040689,,train
364,38831357,True,True,5.7464460000628605,,train
365,38936086,True,True,5.670105300028808,,train
366,39040815,True,True,5.783021000097506,,train
367,39145544,True,True,5.821821299963631,,validation
368,39250273,True,True,5.871240800013766,,train
369,39355002,True,True,5.784186300006695,,train
370,39459731,True,True,5.9057671000482515,,validation
371,39564460,True,True,5.898293600068428,,train
372,39669189,True,True,5.327935599954799,,train
373,39773918,True,True,5.265394099988043,,train
374,39878647,True,True,5.276323699974455,,train
375,39983376,True,True,5.289127800031565,,train
376,40088105,True,True,5.2900775000452995,,validation
377,40192834,True,True,5.294065400026739,,train
378,40297563,True,True,5.788523100083694,,train
379,40402292,True,True,5.7356842999579385,,train
380,40507021,True,True,5.69889450003393,,train
381,40611750,True,True,5.6990822000661865,,train
382,40716479,True,True,5.686317800078541,,train
383,40821208,True,True,5.710523499990813,,train
384,40925937,True,True,5.372639899956994,,train
385,41030666,True,True,5.35006619989872,,train
386,41135395,True,True,5.241907599964179,,train
387,41240124,True,True,5.3558628000319,,train
388,41344853,True,True,5.27102049998939,,train
389,41449582,True,True,5.282077300013043,,train
390,41554311,True,True,5.645490300026722,,train
391,41659040,True,True,5.663090900052339,,train
392,41763769,True,True,5.758810099912807,,validation
393,41868498,True,True,5.795653300010599,,train
394,41973227,True,True,5.674290900002234,,train
395,42077956,True,True,5.624473400064744,,validation
396,42182685,True,True,5.6730458999518305,,train
397,42287414,True,True,5.735331599949859,,validation
398,42392143,True,True,5.743671300006099,,train
399,42496872,True,True,5.776281800004654,,train
400,42601601,True,True,5.849410899914801,,train
401,42706330,True,True,5.773082599975169,,train
402,42811059,True,True,5.348451400059275,,train
403,42915788,True,True,5.300716900033876,,train
404,43020517,True,True,5.265574999968521,,train
405,43125246,True,True,5.28750019997824,,train
406,43229975,True,True,5.374088200042024,,train
407,43334704,True,True,5.222231400082819,,train
408,43439433,True,True,5.670910499989986,,train
409,43544162,True,True,5.568019700003788,,train
410,43648891,True,True,5.626724900095724,,validation
411,43753620,True,True,5.694785200059414,,train
412,43858349,True,True,5.745447300025262,,train
413,43963078,True,True,5.722233699983917,,train
414,44067807,True,True,5.29239159997087,,train
415,44172536,True,True,5.284513000049628,,train
416,44277265,True,True,5.287871399894357,,train
417,44381994,True,True,5.301221000030637,,validation
418,44486723,True,True,5.459426500019617,,train
419,44591452,True,True,5.4402921999571845,,validation
420,44696181,True,True,5.863304700003937,,validation
421,44800910,True,True,5.900846800068393,,validation
422,44905639,True,True,5.878740499960259,,train
423,45010368,True,True,5.830226599937305,,validation
424,45115097,True,True,5.799045699997805,,validation
425,45219826,True,True,5.741517800022848,,train
426,45324555,True,True,5.226929600001313,,validation
427,45429284,True,True,5.3642701000208035,,train
428,45534013,True,True,5.397716799983755,,train
429,45638742,True,True,5.3684048999566585,,train
430,45743471,True,True,5.273748500039801,,train
431,45848200,True,True,5.314481099951081,,validation
432,45952929,True,True,5.770748100010678,,validation
433,46057658,True,True,5.694353599916212,,train
434,46162387,True,True,5.700890899985097,,train
435,46267116,True,True,5.758533100015484,,train
436,46371845,True,True,5.694121700013056,,train
437,46476574,True,True,5.604512799996883,,train
438,46581303,True,True,5.175734799937345,,train
439,46686032,True,True,5.143819599994458,,train
440,46790761,True,True,5.188358300016262,,validation
441,46895490,True,True,5.273626299924217,,validation
442,47000219,True,True,5.263758999994025,,train
443,47104948,True,True,5.271177900023758,,train
444,47209677,True,True,5.805439400020987,,train
445,47314406,True,True,5.698510400019586,,train
446,47419135,True,True,5.77893730008509,,validation
447,47523864,True,True,5.75903830002062,,train
448,47628593,True,True,5.74094409996178,,train
449,47733322,True,True,5.805143999983557,,validation
450,47838051,True,True,5.8010284000774845,,train
451,47942780,True,True,5.709207399981096,,train
452,48047509,True,True,5.810709499986842,,train
453,48152238,True,True,5.849671200034209,,validation
454,48256967,True,True,5.837981699965894,,train
455,48361696,True,True,5.792688100016676,,train
456,48466425,True,True,5.240475900005549,,train
457,48571154,True,True,5.175619799993001,,validation
458,48675883,True,True,5.22373950004112,,train
459,48780612,True,True,5.334490699926391,,train
460,48885341,True,True,5.355825099977665,,train
461,48990070,True,True,5.352294900105335,,train
462,49094799,True,True,5.701560099958442,,validation
463,49199528,True,True,5.72525619994849,,validation
464,49304257,True,True,5.662863999954425,,validation
465,49408986,True,True,5.818799400003627,,train
466,49513715,True,True,5.871578499907628,,train
467,49618444,True,True,5.796975299948826,,train
468,49723173,True,True,5.312630899948999,,train
469,49827902,True,True,5.291789099923335,,train
470,49932631,True,True,5.3219342000084,,train
471,50037360,True,True,5.286813099985011,,train
472,50142089,True,True,5.305155800073408,,train
473,50246818,True,True,5.26528849999886,,train
474,50351547,True,True,5.930247700074688,,train
475,50456276,True,True,5.885042200097814,,train
476,50561005,True,True,5.911629399983212,,train
477,50665734,True,True,5.953255700063892,,train
478,50770463,True,True,5.967017999966629,,train
479,50875192,True,True,5.957315000006929,,train
480,50979921,True,True,5.236437999992631,,train
481,51084650,True,True,5.228803799953312,,train
482,51189379,True,True,5.362519400077872,,train
483,51294108,True,True,5.406579799950123,,validation
484,51398837,True,True,5.213702699984424,,train
485,51503566,True,True,5.369406499899924,,validation
486,51608295,True,True,6.0113865999737754,,train
487,51713024,True,True,6.030112100066617,,train
488,51817753,True,True,5.948966600000858,,train
489,51922482,True,True,5.988888000021689,,validation
490,52027211,True,True,5.853082500048913,,train
491,52131940,True,True,5.988891900051385,,train
492,52236669,True,True,5.306960899964906,,train
493,52341398,True,True,5.285691299941391,,train
494,52446127,True,True,5.284381199977361,,train
495,52550856,True,True,5.291228900081478,,train
496,52655585,True,True,5.131893300102092,,train
497,52760314,True,True,5.28129870002158,,train
498,52865043,True,True,5.899535599979572,,validation
499,52969772,True,True,6.604169299942441,,validation
500,53074501,True,True,5.805859700078145,,validation
501,53179230,True,True,5.839922199957073,,train
502,53283959,True,True,5.8960071000037715,,train
503,53388688,True,True,5.984105099923909,,train
504,53493417,True,True,5.298736300086603,,train
505,53598146,True,True,5.244522299966775,,train
506,53702875,True,True,5.21881770004984,,train
507,53807604,True,True,5.192681799991988,,train
508,53912333,True,True,5.172195499995723,,train
509,54017062,True,True,5.250540699926205,,train
510,54121791,True,True,5.8848748001037166,,train
511,54226520,True,True,5.8006034999853,,train
512,54331249,True,True,5.840955799911171,,train
513,54435978,True,True,5.900159299955703,,train
514,54540707,True,True,5.895041799987666,,train
515,54645436,True,True,5.869413299951702,,train
516,54750165,True,True,5.240024900063872,,validation
517,54854894,True,True,5.135810500010848,,train
518,54959623,True,True,5.180853399913758,,train
519,55064352,True,True,5.140773799968883,,validation
520,55169081,True,True,5.080907800002024,,train
521,55273810,True,True,5.122510900022462,,train
522,55378539,True,True,5.833452999941073,,validation
523,55483268,True,True,5.86812929995358,,train
524,55587997,True,True,5.911831500008702,,train
525,55692726,True,True,5.95187539991457,,train
526,55797455,True,True,5.970360700041056,,train
527,55902184,True,True,5.9249692999292165,,train
528,56006913,True,True,5.241650199983269,,train
529,56111642,True,True,5.225813900004141,,validation
530,56216371,True,True,5.2348538000369444,,train
531,56321100,True,True,5.236336400033906,,train
532,56425829,True,True,5.229334700037725,,train
533,56530558,True,True,5.324295200058259,,validation
534,56635287,True,True,5.202206599991769,,validation
535,56740016,True,True,5.079891199944541,,validation
536,56844745,True,True,5.130772400065325,,validation
537,56949474,True,True,5.133865600102581,,train
538,57054203,True,True,5.1769458000781015,,train
539,57158932,True,True,5.213583800010383,,train
540,57263661,True,True,5.869360000011511,,train
541,57368390,True,True,5.828307599993423,,train
542,57473119,True,True,5.797859099926427,,train
543,57577848,True,True,5.75990509998519,,validation
544,57682577,True,True,5.798150800052099,,train
545,57787306,True,True,5.720704899984412,,train
546,57892035,True,True,5.152476400020532,,train
547,57996764,True,True,5.158055700012483,,train
548,58101493,True,True,5.201543700066395,,train
549,58206222,True,True,5.142483600066043,,train
550,58310951,True,True,5.160249599954113,,train
551,58415680,True,True,5.235113700036891,,train
552,58520409,True,True,5.884893900016323,,train
553,58625138,True,True,5.794265299919061,,train
554,58729867,True,True,5.750219500041567,,train
555,58834596,True,True,5.978251199936494,,train
556,58939325,True,True,5.808051100000739,,train
557,59044054,True,True,5.882965700002387,,validation
558,59148783,True,True,5.228887900011614,,train
559,59253512,True,True,5.1366437000688165,,train
560,59358241,True,True,5.182549000019208,,train
561,59462970,True,True,5.189819999970496,,train
562,59567699,True,True,5.196258599986322,,validation
563,59672428,True,True,5.220937800011598,,train
564,59777157,True,True,5.785406699986197,,validation
565,59881886,True,True,5.820979199954309,,train
566,59986615,True,True,5.779490299988538,,train
567,60091344,True,True,5.74024030007422,,train
568,60196073,True,True,5.750127500039525,,train
569,60300802,True,True,5.799791800091043,,train
570,60405531,True,True,5.242842100095004,,train
571,60510260,True,True,5.229228400043212,,validation
572,60614989,True,True,5.349396500037983,,train
573,60719718,True,True,5.297024099971168,,train
574,60824447,True,True,5.196165000088513,,train
575,60929176,True,True,5.267223899951205,,train
576,61033905,True,True,5.912235200055875,,validation
577,61138634,True,True,5.829489099909551,,train
578,61243363,True,True,5.880294799921103,,validation
579,61348092,True,True,5.915092300041579,,validation
580,61452821,True,True,5.892510400037281,,train
581,61557550,True,True,6.039409599965438,,validation
582,61662279,True,True,5.302791299996898,,validation
583,61767008,True,True,5.383347199996933,,validation
584,61871737,True,True,5.317921100067906,,train
585,61976466,True,True,5.230745799955912,,validation
586,62081195,True,True,5.379598699975759,,train
587,62185924,True,True,5.21052499988582,,train
588,62290653,True,True,5.224524599965662,,train
589,62395382,True,True,5.15087490004953,,validation
590,62500111,True,True,5.96365270006936,,train
591,62604840,True,True,5.220403700019233,,train
592,62709569,True,True,5.240152999991551,,validation
593,62814298,True,True,5.190717500052415,,validation
594,62919027,True,True,5.878321599913761,,train
595,63023756,True,True,5.882222999935038,,train
596,63128485,True,True,5.226890500052832,,train
597,63233214,True,True,5.892368800006807,,train
598,63337943,True,True,5.896064999978989,,train
599,63442672,True,True,5.855054300045595,,train
600,63547401,True,True,5.217207900015637,,train
601,63652130,True,True,5.142669100081548,,train
602,63756859,True,True,5.209656599909067,,train
603,63861588,True,True,5.183881299919449,,train
604,63966317,True,True,5.207799000083469,,train
605,64071046,True,True,5.204328499967232,,train
606,64175775,True,True,5.938917499966919,,train
607,64280504,True,True,5.851124800043181,,train
608,64385233,True,True,5.876036999979988,,train
609,64489962,True,True,5.927360399975441,,train
610,64594691,True,True,5.941850799950771,,train
611,64699420,True,True,5.8765798000385985,,train
612,64804149,True,True,5.2242684999946505,,train
613,64908878,True,True,5.168619000003673,,train
614,65013607,True,True,5.14639360003639,,train
615,65118336,True,True,5.181765099987388,,train
616,65223065,True,True,5.237706299987622,,train
617,65327794,True,True,5.237389500020072,,train
618,65432523,True,True,5.830405100015923,,validation
619,65537252,True,True,5.887684999965131,,train
620,65641981,True,True,5.955736999982037,,validation
621,65746710,True,True,5.952132900012657,,train
622,65851439,True,True,5.916106299962848,,train
623,65956168,True,True,5.942560099996626,,train
624,66060897,True,True,5.3327081999741495,,train
625,66165626,True,True,5.205900199944153,,train
626,66270355,True,True,5.395619300077669,,train
627,66375084,True,True,5.24596680002287,,validation
628,66479813,True,True,5.281063799979165,,train
629,66584542,True,True,5.212183500058018,,validation
630,66689271,True,True,5.232259299955331,,train
631,66794000,True,True,5.045069699990563,,train
632,66898729,True,True,5.893543399986811,,train
633,67003458,True,True,5.245271100080572,,train
634,67108187,True,True,5.214055399992503,,train
635,67212916,True,True,5.194849000079557,,train
636,67317645,True,True,6.058775800047442,,train
637,67422374,True,True,6.168601599987596,,train
638,67527103,True,True,5.355815300019458,,validation
639,67631832,True,True,6.033706700080074,,train
640,67736561,True,True,5.969700500019826,,train
641,67841290,True,True,5.906439100042917,,train
642,67946019,True,True,5.257354600005783,,validation
643,68050748,True,True,5.178424900048412,,validation
644,68155477,True,True,5.17579939996358,,train
645,68260206,True,True,5.205816700006835,,train
646,68364935,True,True,5.162502099992707,,train
647,68469664,True,True,5.242206900031306,,train
648,68574393,True,True,5.8898856999585405,,train
649,68679122,True,True,5.963697899947874,,train
650,68783851,True,True,5.886236499994993,,train
651,68888580,True,True,5.954022200079635,,validation
652,68993309,True,True,5.978165499982424,,train
653,69098038,True,True,6.096845000050962,,train
