subject_id,epoch_idx
SC4012,38
SC4012,39
SC4012,40
SC4012,41
SC4012,42
SC4012,43
SC4012,44
SC4012,45
SC4012,46
SC4012,47
SC4012,48
SC4012,49
SC4012,50
SC4012,51
SC4012,52
SC4012,53
SC4012,54
SC4021,0
SC4021,1
SC4021,2
SC4021,4
SC4021,5
SC4021,6
SC4021,7
SC4021,8
SC4021,9
SC4021,10
SC4021,11
SC4021,12
SC4021,13
SC4021,14
SC4021,15
SC4021,16
SC4021,17
SC4021,18
SC4021,19
SC4021,20
SC4021,21
SC4021,22
SC4021,23
SC4021,24
SC4021,25
SC4021,26
SC4021,27
SC4021,28
SC4021,29
SC4021,30
SC4021,31
SC4021,33
SC4021,34
SC4021,35
SC4021,36
SC4021,37
SC4021,38
SC4021,39
SC4021,40
SC4021,41
SC4021,42
SC4021,43
SC4021,44
SC4021,45
SC4021,46
SC4021,47
SC4021,48
SC4021,49
SC4021,50
SC4021,51
SC4021,52
SC4021,53
SC4021,54
SC4021,55
SC4022,0
SC4022,1
SC4022,2
SC4022,3
SC4022,4
SC4022,5
SC4022,6
SC4022,7
SC4022,8
SC4022,9
SC4022,10
SC4022,11
SC4022,12
SC4022,13
SC4022,14
SC4022,15
SC4022,16
SC4022,17
SC4022,18
SC4022,19
SC4022,20
SC4022,21
SC4022,22
SC4022,23
SC4022,24
SC4022,25
SC4022,26
SC4022,27
SC4022,28
SC4022,29
SC4022,31
SC4022,32
SC4022,33
SC4022,34
SC4022,35
SC4022,36
SC4022,37
SC4022,38
SC4022,39
SC4022,40
SC4022,41
SC4022,42
SC4022,43
SC4022,44
SC4022,46
SC4022,47
SC4022,48
SC4022,49
SC4022,50
SC4022,51
SC4022,52
SC4022,53
SC4022,54
SC4022,55
SC4022,56
SC4022,57
SC4022,58
SC4022,59
SC4022,60
SC4022,61
SC4022,62
SC4031,0
SC4031,4
SC4031,5
SC4031,7
SC4031,8
SC4031,9
SC4031,10
SC4031,11
SC4031,12
SC4031,15
SC4031,16
SC4031,17
SC4031,18
SC4031,19
SC4031,21
SC4031,22
SC4031,23
SC4031,24
SC4031,25
SC4031,26
SC4031,27
SC4031,28
SC4031,29
SC4031,30
SC4031,31
SC4031,33
SC4031,34
SC4031,35
SC4031,36
SC4031,37
SC4031,38
SC4031,39
SC4031,40
SC4031,41
SC4032,0
SC4032,1
SC4032,3
SC4032,4
SC4032,5
SC4032,6
SC4032,7
SC4032,8
SC4032,10
SC4032,11
SC4032,13
SC4032,14
SC4032,18
SC4032,19
SC4032,20
SC4032,21
SC4032,22
SC4032,25
SC4032,26
SC4032,27
SC4032,28
SC4032,29
SC4032,30
SC4032,31
SC4032,32
SC4041,0
SC4041,1
SC4041,2
SC4041,3
SC4041,4
SC4041,5
SC4041,6
SC4041,7
SC4041,8
SC4041,9
SC4041,10
SC4041,11
SC4041,12
SC4041,13
SC4041,14
SC4041,15
SC4041,16
SC4041,17
SC4041,18
SC4041,19
SC4041,20
SC4041,21
SC4041,22
SC4041,23
SC4041,24
SC4041,25
SC4041,26
SC4041,27
SC4041,28
SC4041,29
SC4041,30
SC4041,31
SC4041,32
SC4041,33
SC4041,34
SC4041,35
SC4041,36
SC4041,37
SC4041,38
SC4041,39
SC4041,40
SC4041,41
SC4041,42
SC4041,43
SC4041,44
SC4041,45
SC4041,46
SC4042,0
SC4042,1
SC4042,2
SC4042,3
SC4042,4
SC4042,5
SC4042,6
SC4042,7
SC4042,8
SC4042,9
SC4042,10
SC4042,11
SC4042,12
SC4042,13
SC4042,15
SC4042,16
SC4042,18
SC4042,19
SC4042,20
SC4042,21
SC4042,23
SC4042,24
SC4042,25
SC4042,26
SC4042,27
SC4042,28
SC4042,29
SC4042,30
SC4042,31
SC4042,32
SC4042,33
SC4042,34
SC4042,35
SC4042,36
SC4042,37
SC4042,38
SC4042,39
SC4042,40
SC4042,41
SC4042,42
SC4042,43
SC4042,44
SC4042,45
SC4042,46
SC4042,47
